CROPS,CROPS_LABEL,N,P,K,SOIL_PH,CROP_DURATION,TEMP,WATER_REQUIRED,HUMIDITY,TYPE_OF_CROP,SOIL,SEASON,SOWN,HARVESTED,WATER_SOURCE
capsicum,10,133,67,108,6.2,60,22,1002,93,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul",irrigated
capsicum,10,140,73,116,6.6,60,26,1107,94,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul",irrigated
capsicum,10,133,67,108,6.2,60,22,1002,93,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul",irrigated
capsicum,10,133,67,108,6.2,60,22,1002,93,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul",irrigated
capsicum,10,134,68,109,6.3,60,23,1018,94,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul",irrigated
capsicum,10,136,69,112,6.4,60,24,1048,94,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul",irrigated
capsicum,10,137,70,113,6.4,60,24,1060,94,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul",irrigated
capsicum,10,133,67,108,6.2,60,22,1002,93,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul",irrigated
capsicum,10,141,74,117,6.6,60,26,1125,94,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul",irrigated
capsicum,10,139,73,115,6.5,60,25,1096,94,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul",irrigated
pumpkin,34,76,57,78,6.3,117,21,1035,62,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,79,63,82,6.4,117,22,1063,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,80,64,83,6.4,117,22,1069,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,74,55,76,6.3,117,21,1029,62,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,80,65,84,6.4,117,23,1065,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,79,63,82,6.4,117,22,1064,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,76,58,78,6.4,117,21,1039,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,81,67,86,6.4,117,23,1073,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,74,55,75,6.3,116,21,1025,62,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,72,52,73,6.3,116,20,1016,62,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,74,55,75,6.3,117,21,1030,62,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,78,61,80,6.4,117,22,1056,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,81,66,85,6.4,117,23,1067,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,82,67,86,6.4,117,23,1072,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,75,56,76,6.3,117,21,1031,62,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,79,63,82,6.4,117,22,1066,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,74,54,75,6.3,116,21,1025,62,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,79,62,82,6.4,117,22,1051,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,82,68,87,6.4,117,23,1076,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,74,55,75,6.3,117,21,1028,62,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,74,54,75,6.3,116,21,1025,62,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,75,56,76,6.4,117,21,1038,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,79,63,83,6.4,117,22,1059,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,75,56,76,6.4,117,21,1037,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,81,66,85,6.4,117,23,1070,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,77,60,79,6.4,117,21,1053,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,77,61,80,6.4,117,22,1055,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,81,66,85,6.4,117,23,1072,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,79,63,82,6.4,117,22,1063,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,78,62,81,6.4,117,22,1056,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,81,67,86,6.4,117,23,1073,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,72,52,72,6.3,116,20,1012,62,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,80,65,84,6.4,117,23,1071,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,75,57,77,6.3,117,21,1031,62,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,83,68,87,6.5,117,23,1077,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,72,52,72,6.3,116,20,1011,62,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,81,66,85,6.4,117,23,1071,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,79,63,82,6.4,117,22,1053,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,82,67,86,6.4,117,23,1073,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,81,67,86,6.4,117,23,1072,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,70,48,69,6.2,116,20,991,61,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,74,54,74,6.3,117,21,1028,62,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,81,66,85,6.4,117,23,1072,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,81,66,85,6.4,117,23,1068,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,73,54,74,6.3,116,21,1022,62,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,73,54,74,6.3,116,20,1024,62,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,73,53,74,6.3,116,20,1021,62,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,74,55,75,6.3,117,21,1028,62,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,72,52,73,6.3,116,20,1016,62,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,73,53,73,6.3,116,20,1016,62,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,76,59,78,6.4,117,21,1049,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,80,65,84,6.4,117,23,1065,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,78,61,81,6.4,117,22,1050,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,77,60,80,6.4,117,22,1041,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,81,66,85,6.4,117,23,1071,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,82,68,87,6.4,117,23,1076,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,80,64,83,6.4,117,22,1066,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,79,64,83,6.4,117,22,1069,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,74,55,75,6.3,117,21,1030,62,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,76,59,78,6.4,117,21,1048,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,76,58,78,6.4,117,21,1038,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,72,52,73,6.3,116,20,1016,62,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,81,67,86,6.4,117,23,1073,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,80,65,84,6.4,117,23,1070,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,81,66,85,6.4,117,23,1072,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,80,64,84,6.4,117,22,1062,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,82,67,86,6.4,117,23,1074,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,81,66,85,6.4,117,23,1071,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,81,67,86,6.4,117,23,1073,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,73,54,74,6.3,116,20,1023,62,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,79,63,82,6.4,117,22,1063,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,81,66,85,6.4,117,23,1070,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,82,67,86,6.4,117,23,1075,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,80,65,84,6.4,117,23,1071,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,81,67,86,6.4,117,23,1073,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,81,67,86,6.4,117,23,1073,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,82,67,86,6.4,117,23,1074,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,77,61,80,6.4,117,22,1047,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,80,64,84,6.4,117,22,1058,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,78,62,81,6.4,117,22,1055,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,85,71,89,6.5,118,24,1087,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,81,66,84,6.4,117,23,1070,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,77,60,80,6.4,117,22,1054,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,83,69,88,6.5,117,23,1078,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,74,54,74,6.3,117,21,1028,62,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,80,65,83,6.4,117,22,1070,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,77,60,80,6.4,117,22,1046,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,74,54,74,6.3,116,21,1025,62,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,81,66,85,6.4,117,23,1070,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,78,62,81,6.4,117,22,1058,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,81,66,85,6.4,117,23,1068,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,72,51,72,6.3,116,20,1010,62,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,74,54,75,6.3,117,21,1028,62,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,81,67,86,6.4,117,23,1072,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,73,53,73,6.3,116,20,1018,62,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,78,61,81,6.4,117,22,1055,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,78,62,81,6.4,117,22,1060,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,76,58,78,6.4,117,21,1038,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,82,67,86,6.4,117,23,1074,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
pumpkin,34,78,62,81,6.4,117,22,1059,63,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
snake gourd,42,91,71,84,6.6,90,24,956,89,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
snake gourd,42,93,75,86,6.7,90,25,921,89,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
snake gourd,42,98,52,95,6.3,90,21,1188,89,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
snake gourd,42,96,56,92,6.4,90,21,1182,89,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
snake gourd,42,91,72,84,6.6,90,24,936,89,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
snake gourd,42,95,58,91,6.4,90,22,1173,88,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
snake gourd,42,91,72,84,6.6,90,24,936,89,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
snake gourd,42,93,64,87,6.5,90,23,1125,88,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
snake gourd,42,93,63,87,6.5,90,22,1127,88,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
snake gourd,42,90,69,84,6.6,90,24,1003,88,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
snake gourd,42,92,74,85,6.7,90,25,927,89,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
snake gourd,42,95,58,91,6.4,90,21,1176,89,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
snake gourd,42,91,72,84,6.6,90,24,940,89,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
snake gourd,42,92,73,85,6.6,90,25,932,89,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
snake gourd,42,91,69,85,6.6,90,24,1013,88,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
snake gourd,42,93,61,89,6.5,90,22,1150,88,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
snake gourd,42,92,66,86,6.6,90,23,1082,88,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
snake gourd,42,90,70,84,6.6,90,24,981,88,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
snake gourd,42,90,71,83,6.6,90,24,952,88,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
snake gourd,42,91,67,85,6.6,90,23,1051,88,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
snake gourd,42,92,65,87,6.5,90,23,1106,88,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
snake gourd,42,91,73,85,6.6,90,24,934,89,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
snake gourd,42,91,68,85,6.6,90,23,1044,88,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
snake gourd,42,90,71,84,6.6,90,24,952,89,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
snake gourd,42,90,72,84,6.6,90,24,940,89,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
snake gourd,42,90,68,84,6.6,90,24,1008,88,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
snake gourd,42,95,76,88,6.7,90,25,906,89,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
snake gourd,42,92,73,85,6.6,90,25,930,89,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
snake gourd,42,97,78,91,6.7,90,26,881,89,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
snake gourd,42,92,65,87,6.5,90,23,1103,88,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
snake gourd,42,91,66,86,6.6,90,23,1077,88,vegetables,"loamy soil,lateritic soil",Zaid,"Mar,Apr,May,Jun,Jul","Mar,Apr,May,Jun,Jul","irrigated,rainfed"
